BSE SYMBOL,ISIN No,Type
KARBON,INE0V8A01016,Equity
CITYSQUARE,INE1DRH01011,Equity
AIRFLOA,INE0XBS01012,Equity
LTELEVATOR,INE0TJ801010,Equity
SAMPAT,INE10XS01012,Equity
JDCABLES,INE14VP01014,Equity
APPL,INE15XJ01010,Equity
TRUECOLORS,INE1LDV01015,Equity
BHARATROHAN,INE0QMV01017,Equity
PRARUH,INE0TI501017,Equity
SOLVEX,INE1IIQ01028,Equity
SYSTEMATIC,INE1KLZ01011,Equity
JUSTO,INE0W5Q01017,Equity
TELGE,INE0SRP01014,Equity
CHTR,INE1B4801017,Equity
GPAPL,INE0SIK01014,Equity
EARKART,INE1A8F01035,Equity
BHAVIK,INE18PB01017,Equity
RDGAIL,INE0S5T01017,Equity
MPKSTEELS,INE1PJP01015,Equity
KVSCASTING,INE163701019,Equity
AMEENJI,INE14QA01016,Equity
DHILLON,INE0SPJ01011,Equity
OML,INE0R8Q01018,Equity
SODHACAP,INE0QU501030,Equity
CHIRAHARIT,INE12P101018,Equity
ZELIO,INE1B3501014,Equity
VALPLAST,INE0QP701017,Equity
SUNSKY,INE10CM01027,Equity
INFINITY,INE16XA01017,Equity
ZAPPFRESH,INE0SUM01015,Equity
NSBBPO,INE0SLP01017,Equity
MITTALSTL,INE833Q01012,Equity
SHLOKKA,INE1EUB01016,Equity
SKM,INE13YH01017,Equity
SIHORA,INE0SFA01011,Equity
TRADEUNO,INE1GUJ01014,Equity
SAFECURE,INE0SVZ01015,Equity
SHTL,INE0D8001018,Equity
WORKMATES,INE1I1301016,Equity
MAHALIFE,INE0U9D01019,Equity
GALLARD,INE0BUQ01012,Equity
SSMD,INE1U2R01013,Equity
MNFL,INE0UH001016,Equity
KKSILK,INE0EOJ01014,Equity
LOGICIEL,INE1BA901016,Equity
EXATO,INE1E4401010,Equity
PURPLEWAVE,INE0VDK01019,Equity
ASTRONMULT,INE0RUY01012,Equity
RAVEL,INE0W4D01018,Equity
HELLOJI,INE1FJE01010,Equity
LUXURY,INE1CJB01013,Equity
WOSAL,INE1MF401019,Equity
METHODHUB,INE0QZR01017,Equity
RDEL,INE1DKT01011,Equity
KVTOYS,INE1IE301018,Equity
PRODOCS,INE10XK01019,Equity
SHIPWAVES,INE0O9L01010,Equity
UNISEM,INE1FHV01026,Equity
HRS,INE1E1V01017,Equity
PAJSON,INE14LM01012,Equity
STANBIK,INE16QA01011,Equity
SIMANDHAR,INE0VI201010,Equity
NEPLOG,INE1NQ501012,Equity
GLOBALLOG,INE1ITY01011,Equity
DACHEPALLI,INE1F9M01018,Equity
NANTA,INE0YJA01011,Equity
ADMACH,INE0XLO01010,Equity
BAIKAKAJI,INE1IJQ01026,Equity
ATIL,INE0X4A01013,Equity
MDRC,INE1HK501016,Equity
GTIL,INE1H1501013,Equity
YAJUR,INE0CNJ01010,Equity
DEFRAIL,INE0ZE201010,Equity
NARMADESH,INE0S1B01014,Equity
INDOSMC,INE0WKY01013,Equity
GRERENEW,INE0U8P01015,Equity
ARITAS,INE1D8001016,Equity
DIGILOGIC,INE1OOT01028,Equity
SHAYONAENG,INE0UCL01011,Equity
HANNAH,INE0JVH01012,Equity
KASTURI,INE0T1301023,Equity
KANISHK,INE163401016,Equity
ANL,INE1KVQ01019,Equity
MSAFE,INE2B5L01011,Equity
PANHR,INE1N9E01015,Equity
FIL,INE1W3Q01011,Equity
YASHHTEJ,INE1O6P01016,Equity
ACCORDTS,INE132201018,Equity
KIAASA,INE1C3F01018,Equity
ELFIN,INE1FEW01013,Equity
NOVUS,INE1TFS01019,Equity
SPML,INE0R0M01014,Equity
TIPCO,INE1U6D01014,Equity
HIGHNESS,INE1KI801019,Equity
SCDL,INE0UMH01018,Equity
EMIAC,INE1OSW01015,Equity
MTL,INE1K0V01011,Equity
RECODE,INE2B6701015,Equity
GLPL,INE1CLW01015,Equity
MWL,INE0JYY01029,Equity
VPAL,INE1L3801017,Equity
AFLTD,INE18HI01019,Equity
MANIVENI,INE0YD301010,Equity
HARIKANTA,INE1UYW01010,Equity
YAASHVI,INE1T6L01010,Equity
RFIL,INE1GM501015,Equity
AUREATE,INE1KVL01010,Equity
MRTX,INE1RQS01010,Equity
SMR,INE11XK01017,Equity
VAHH,INE0H3U01013,Equity
UHMVL,INE0YZ901011,Equity
SELECTRIC,INE155D01018,Equity
SUSAN,INE2L0V01019,Equity
HORIZON,INE1SEO01013,Equity
LIOTECH,INE0TKX01011,Equity
LESL,INE0X6O01027,Equity
DIKSHA,INE1OSI01014,Equity
ANUBHAV,INE1O7201010,Equity
RIYAASAT,INE0KYI01012,Equity
JIVIAL,INE0V3T01017,Equity
CRAZY,INE0RBX01014,Equity
ADON,INE1SME01017,Equity
SILL,INE147701010,Equity
KRATIKAL,INE1L0M01019,Equity
ATHARVA,INE226801012,Equity
SEEMAX,INE1EVO01017,Equity
KUSUMGAR,INE0ISX01025,Equity
LASERPOWER,INE17IR01028,Equity
DEVSON,INE2KRP01017,Equity
DHAN-RE,INE680A20011,Equity
MTPL-RE,INE245H20018,Equity
CCDL-RE,INE187R20011,Equity
HASJUICE,INE888Q01016,Equity
WEBSL,INE562Q01017,Equity
ADHIRAJ,INE067R01015,Equity
APLABPP,IN9273A01047,Equity
SSFLPP,IN9572J01019,Equity
SURAJINDPP,IN9170U01035,Equity
ATLPP,IN90NN701011,Equity
ACESEPP,IN9849B01026,Equity
ANIRITPP,IN9161F01019,Equity
VERTEXPP,IN9316D01014,Equity
GSAILPP,IN9736H01014,Equity
